,category,info_authority,info_display_parents,info_fossil_range,info_grandparent_authority,info_greatgrandparent_authority,info_image,info_image2,info_image2_alt,info_image2_caption,info_image_alt,info_image_caption,info_image_upright,info_image_widt,info_name,info_parent_authority,info_subdivision,info_subdivision_ranks,info_synonyms,info_synonyms_ref,info_taxon,info_type_genus,info_type_genus_authority,info_type_species,info_type_species_authority,ns,pageid,title,views,jp_cloned,jp_skeleton,jurassic,cretaceous,triassic,paleocene,permian
1212,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,4312925,Chondrosteosaurus,8.405479452054795,False,False,False,True,False,False,False
509,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,"González Riga & Ortiz David, ",,", {{fossil_range|Turonian}}",,,Quetecsaurus rusconii Skeletal Me.jpg,,,,,"Skeletal restoration, known material in blue",1.1,,,,,,,,Quetecsaurus,,,{{extinct}}'''''Quetecsaurus rusconii''''',"González Riga & Ortiz David, 2014",0,41683837,Quetecsaurus,8.394520547945206,False,False,False,True,False,False,False
419,Category:Cretaceous dinosaurs|Category:Mesozoic birds,,,,,,,,,,,,,,,,,,,,,,,,,14,4904756,Category:Cretaceous birds,8.383561643835616,False,False,False,True,False,False,False
36,Category:Late Triassic dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,59959265,Nhandumirim,8.372602739726027,False,False,False,False,True,False,False
1328,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,"You, Tang, and Luo, 2003",,", {{fossilrange|129|125}}",,,,,,,,,,,''Gobititan'',,,,,,Gobititan,,,'''''Gobititan shenzhouensis''''',"You, Tang, and Luo, 2003",0,4806998,Gobititan,8.36986301369863,False,False,False,True,False,False,False
831,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,15779658,Wulagasaurus,8.364383561643836,False,False,False,True,False,False,False
382,Category:Early Jurassic dinosaurs of Asia|Category:Early Jurassic dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,30060714,Chuxiongosaurus,8.361643835616439,False,False,True,False,False,False,False
1261,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,"Saegusa & Ikeda, ",,,,,Tambatitanis amicitiae.jpg,,,,,Caudal vertebrae,1.15,,,,,,,,Tambatitanis,,,{{extinct}}'''''Tambatitanis amicitiae''''',"Saegusa & Ikeda, 2014",0,43555234,Tambatitanis,8.35068493150685,False,False,False,True,False,False,False
722,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,", ",3,", {{fossilrange|80|75}}",,,,,,,,,,,,,"*{{extinct}}''D. encaustus''
*{{extinct}}''D. bicarinatus''
*{{extinct}}''D. peiganus''
*{{extinct}}''D. haydenianus''",Species,,,Dysganus,,,{{extinct}}'''''Dysganus encaustus''''',"(Cope, 1876)",0,4590124,Dysganus,8.347945205479451,False,False,False,True,False,False,False
826,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia," ''et al.'', ",,", {{fossil range|72|66}}",,,Yulong jaw.png,,,,,Lower jaw of specimen HGM 41HIII-0109,,,''Yulong'',,,,,,Yulong,,,{{extinct}}'''''Yulong mini''''',"Lü ''et al.'', 2013",0,38204387,Yulong mini,8.345205479452055,False,False,False,True,False,False,False
598,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,", 1876",,", {{fossilrange|75}}",,,Zapsalis.png,,,,,"Tooth of cf. ''Zapsalis'' from the , with close up of denticles",,,,,,,,,Zapsalis,,,{{extinct}}'''''Zapsalis abradens''''',"Cope, 1876",0,4290851,Zapsalis,8.345205479452055,False,False,False,True,False,False,False
909,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,33017421,Linhevenator,8.336986301369864,False,False,False,True,False,False,False
308,Category:Late Jurassic dinosaurs of Asia|Category:Late Jurassic dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,12506444,Brohisaurus,8.32054794520548,False,False,True,False,False,False,False
263,Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Late Jurassic dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,8401334,Galvesaurus,8.32054794520548,False,False,True,True,False,False,False
1456,Category:Early Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa,,,,,,,,,,,,,,,,,,,,,,,,,0,4579250,Inosaurus,8.284931506849315,False,False,False,True,False,False,False
1222,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,3076530,Aepisaurus,8.26027397260274,False,False,False,True,False,False,False
146,Category:Middle Jurassic dinosaurs of Asia|Category:Middle Jurassic dinosaurs of Asia," ''et al.'', ",,", {{fossil_range|174.1|168.3}}",,,Nebulasaurus.jpg,,,,,Holotype,1.15,,,,,,,,Nebulasaurus,,,{{extinct}}'''''Nebulasaurus taito''''',"Xing ''et al.'', 2015",0,39601724,Nebulasaurus,8.246575342465754,False,False,True,False,False,False,False
860,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,4867144,Shanxia,8.221917808219178,False,False,False,True,False,False,False
362,Category:Early Jurassic dinosaurs of Asia|Category:Early Jurassic dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,3589269,Zizhongosaurus,8.2,False,False,True,False,False,False,False
563,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,4290481,Campylodoniscus,8.180821917808219,False,False,False,True,False,False,False
1308,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,"Nesov, 1995",,", ",,,,,,,,,,,,,,,,,Kulceratops,,,{{extinct}}'''''Kulceratops kulensis''''',"Nesov, 1995",0,4484622,Kulceratops,8.142465753424657,False,False,False,True,False,False,False
258,Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Late Jurassic dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,5181771,Losillasaurus,8.139726027397261,False,False,True,True,False,False,False
466,Category:Late Cretaceous dinosaurs,"McIntosh, 1990",,{{fossilrange|Late Cretaceous}},,,AlamosaurusDB.jpg,,,,,'''' herd,1.15,,,,"*†'''' 
*†'''' 
*†''''",Genera,,,Opisthocoelicaudiinae,,,,,0,26865847,Opisthocoelicaudiinae,8.106849315068493,False,False,False,True,False,False,False
1194,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,46891953,Haestasaurus,8.098630136986301,False,False,False,True,False,False,False
729,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,4323409,Diplotomodon,8.095890410958905,False,False,False,True,False,False,False
144,Category:Middle Jurassic dinosaurs of Asia|Category:Middle Jurassic dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,4322802,Protognathosaurus,8.087671232876712,False,False,True,False,False,False,False
557,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,31693134,Drusilasaura,8.054794520547945,False,False,False,True,False,False,False
843,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,"Kurzanov and Osmólska, 1991",,", {{fossil range|69}}",,,Tochisaurus.jpg,,,,,Left metatarsus,,,,,*''T. nemegtensis'',Species,,,Tochisaurus,,,,,0,4291766,Tochisaurus,8.043835616438356,False,False,False,True,False,False,False
878,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,"Alifanov, 2003",,", {{Fossil range|75|72}}",,,,,,,,,,,,,''Platyceratops tatarinovi'',Species,,,Platyceratops,,,,,0,4484557,Platyceratops,8.04109589041096,False,False,False,True,False,False,False
981,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,4290003,Arstanosaurus,8.04109589041096,False,False,False,True,False,False,False
1209,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,", ",,", {{fossil range|140|138|Early Valanginian}}",,,,,,,,,,,,,*'''''Darwinsaurus evolutionis''''',Species,,,Darwinsaurus,,,,,0,40220843,Darwinsaurus,8.038356164383561,False,False,False,True,False,False,False
1048,Category:Late Cretaceous dinosaurs of Europe|Category:Late Cretaceous dinosaurs of Europe|Category:Late Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,25983033,Pneumatoraptor,8.032876712328767,False,False,False,True,False,False,False
1121,Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,4509095,Planicoxa,8.024657534246575,False,False,False,True,False,False,False
1010,Category:Late Cretaceous birds of Asia|Category:Late Cretaceous birds of Asia|Category:Late Cretaceous birds of Asia|Category:Gobipterygiformes|Category:Late Cretaceous birds of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,4806873,Gobipteryx,7.991780821917808,False,False,False,True,False,False,False
1373,Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia,"Hou, 1997",,", {{fossil range|125|120|latest=75}}",,,,,,,,,,,Songlingornithids,,"{{extinct}}''''?<br>
{{extinct}}''''<br>
{{extinct}}''''<br>
{{extinct}}''''",,"*'''Yanornithidae''' 
*'''Aberratiodontuidae''' 
*'''Yixianornithidae'''",,Songlingornithidae,,,{{extinct}}'''',"Hou, 1997",0,29826828,Songlingornithidae,7.978082191780822,False,False,False,True,False,False,False
1101,Category:Early Cretaceous dinosaurs of South America|Category:Early Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,35491562,Comahuesaurus,7.975342465753425,False,False,False,True,False,False,False
494,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,"Salgado and Carvalho, 2008",,"<br>, {{fossil range|67}}",,,,,,,,,,,,,* ''U. ribeiroi'',,,,Uberabatitan,,,,,0,18485392,Uberabatitan,7.975342465753425,False,False,False,True,False,False,False
929,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,47168462,Huanansaurus,7.942465753424657,False,False,False,True,False,False,False
1388,Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Enantiornithes|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,17799918,Pengornis,7.936986301369863,False,False,False,True,False,False,False
1192,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,47947694,Horshamosaurus,7.934246575342466,False,False,False,True,False,False,False
698,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,"Ramírez-Velasco ''et al.'', ",,<br>~{{fossil_range|85.8|84.9}},,,,,,,,,,,,,,,,,Huehuecanauhtlus,,,{{extinct}}'''''Huehuecanauhtlus tiquichensis''''',Ramírez-Velasco ''et al.'' 2012,0,34741423,Huehuecanauhtlus,7.9150684931506845,False,False,False,True,False,False,False
1437,Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Enantiornithes|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia,"Wang ''et al.'', 2014",,", {{fossil range|125|120}}",,,Zhouornis hani.png,,,,,Fossil specimen of '''',,,Bohaiornithids,,"*{{extinct}}''''
*{{extinct}}''''?
*{{extinct}}''''?
*{{extinct}}''''
*{{extinct}}''''
*{{extinct}}''''
*{{extinct}}''''
*{{extinct}}''''",,,,Bohaiornithidae,,,{{extinct}}'''',"Hu ''et al.'', 2011",0,41732360,Bohaiornithidae,7.906849315068493,False,False,False,True,False,False,False
1172,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,25217751,Owenodon,7.887671232876713,False,False,False,True,False,False,False
367,Category:Early Jurassic dinosaurs of Asia|Category:Early Jurassic dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,28830714,Tonganosaurus,7.876712328767123,False,False,True,False,False,False,False
567,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,4270152,Bonatitan,7.873972602739726,False,False,False,True,False,False,False
569,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,34084667,Bonapartenykus,7.8712328767123285,False,False,False,True,False,False,False
1265,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia," & , 2006",3,", {{fossilrange|125}}",,,,,,,,,,,''Sinusonasus'',,,,''Sinucerasaurus'',,Sinusonasus,,,{{extinct}}'''''Sinusonasus magnodens''''',"Xu & Wang, 2004",0,4510517,Sinusonasus,7.868493150684931,False,False,False,True,False,False,False
537,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,González Riga ''et al.'' 2008,,-~{{fossil range|91|88}},,,,,,,,,,,''Malarguesaurus'',,,,,,Malarguesaurus,,,'''''M. florenciae''''',González Riga ''et al.'' 2008,0,18409508,Malarguesaurus,7.838356164383562,False,False,False,True,False,False,False
903,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,"Riabinin, 1930",,", {{fossil range|66}}",,,Mandschurosaurus Amurensis..2H1A0401WI.jpg,,,,,"Reconstructed ''M. amurensis'' skeleton in outdated tripod-pose, VSEGEI Museum, St. Petersburg]]",,,''Mandschurosaurus'',,"* {{extinct}}'''''M. amurensis''''' 
* {{extinct}}?'''''M. laosensis'''''",,,,Mandschurosaurus,,,{{extinct}}'''''Mandschurosaurus amurensis''''',"Riabinin, 1925",0,4629883,Mandschurosaurus,7.838356164383562,False,False,False,True,False,False,False
902,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,12506644,Marisaurus,7.8191780821917805,False,False,False,True,False,False,False
532,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,4317132,Microcoelus,7.816438356164384,False,False,False,True,False,False,False
545,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,"Filippi, Salgado & Garrido, ",,", {{fossil range|89|86}}",,,,,,,,,,,,,,,,,Kaijutitan,,,{{extinct}}'''''Kaijutitan maui''''',"Filippi, Salgado & Garrido, 2019",0,60357448,Kaijutitan,7.791780821917809,False,False,False,True,False,False,False
472,Category:Late Cretaceous dinosaurs," & , 1933",,", {{fossilrange|70|latest=66}}",,,Jubbulpuria.jpg,,,,,Vertebra,,,,,,,,,Jubbulpuria,,,'''''Jubbulpuria tenuis'''''," & , 1933",0,4614322,Jubbulpuria,7.789041095890411,False,False,False,True,False,False,False
941,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,"Alifanov, ",,,,,Gobi skelleton.jpg,,,,,Known elements,,,''Gobiceratops'',,,,,,Gobiceratops,,,'''''Gobiceratops minutus''''',"Alifanov, ",0,20215956,Gobiceratops,7.7835616438356166,False,False,False,True,False,False,False
972,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,22527829,Baotianmansaurus,7.7835616438356166,False,False,False,True,False,False,False
970,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,"Godefroit ''et al.'', ",,", {{Fossil range|84}}",,,,,,,,,,,,,,,,,Batyrosaurus,,,{{extinct}}'''''Batyrosaurus rozhdestvenskyi''''',"Godefroit ''et al.'', 2012",0,36247857,Batyrosaurus,7.764383561643836,False,False,False,True,False,False,False
969,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,"Parish & Barrett, 2004",,", {{fossilrange|Turonian|Coniacian}}",,,,,,,,,,,,,,,*'' archibaldi'',,Bissektipelta,,,{{extinct}}'''''Bissektipelta archibaldi''''',"Parish & Barrett, 2004",0,4315325,Bissektipelta,7.742465753424658,False,False,False,True,False,False,False
434,Category:Cretaceous dinosaurs,", ",,", {{fossil range|128|93}}",,,Tataouinea skeleton.png,,,,Skeleton of Tataouinea,Reconstructed skeleton of '''' based on '''',,,Rebbachisaurines,,"*''''
*''''
*''''
*''''
*''''
*''''",,Nigersaurinae,,Rebbachisaurinae,,,,,0,48047980,Rebbachisaurinae,7.693150684931507,False,False,False,True,False,False,False
57,Category:Late Triassic dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,4291223,Velocipes,7.69041095890411,False,False,False,False,True,False,False
1119,Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,33028035,Propanoplosaurus,7.668493150684932,False,False,False,True,False,False,False
1413,Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia|Category:Early Cretaceous birds of Asia,",  & , 2010",,", {{fossilrange|130.7|120}}",,,,,,,,,,,Hongshanornithids,,"{{extinct}}''''
{{extinct}}''''
{{extinct}}''''
{{extinct}}''''
{{extinct}}''''",,,,Hongshanornithidae,,,{{extinct}}'''',"Zhou & Zhang, 2005",0,26703494,Hongshanornithidae,7.668493150684932,False,False,False,True,False,False,False
1480,Category:Enaliornithidae|Category:Cretaceous birds of Europe|Category:Enaliornithidae|Category:Cretaceous birds of Europe|Category:Cretaceous birds of Europe|Category:Cretaceous birds of Europe,", 1876",,", {{fossilrange|100|93.5}}",,,,,,,,,,,''Enaliornis'',,"*{{extinct}}'''''Enaliornis barretti''''' 
*{{extinct}}'''''Enaliornis sedgwicki''''' 
*{{extinct}}'''''Enaliornis seeleyi'''''",,,,Enaliornis,,,{{extinct}}'''''Enaliornis barretti''''',"Seeley, 1876",0,12943806,Enaliornis,7.663013698630137,False,False,False,True,False,False,False
116,Category:Middle Jurassic dinosaurs of Europe|Category:Middle Jurassic dinosaurs of Europe|Category:Middle Jurassic dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,5250575,Rutellum,7.66027397260274,False,False,True,False,False,False,False
1145,Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America,", ",,", {{fossil_range|112}}",,,,,,,,,,,,,,,,,Astrophocaudia,,,{{extinct}}'''''Astrophocaudia slaughteri''''',"D’Emic, 2012",0,37808328,Astrophocaudia,7.646575342465753,False,False,False,True,False,False,False
159,Category:Middle Jurassic dinosaurs of Asia|Category:Middle Jurassic dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,4302757,Ferganasaurus,7.6438356164383565,False,False,True,False,False,False,False
517,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,29267312,Panamericansaurus,7.608219178082192,False,False,False,True,False,False,False
162,Category:Middle Jurassic dinosaurs of Asia|Category:Middle Jurassic dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,8076669,Dashanpusaurus,7.578082191780822,False,False,True,False,False,False,False
565,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,40289991,Brasilotitan,7.575342465753424,False,False,False,True,False,False,False
1113,Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,4305900,Texasetes,7.572602739726028,False,False,False,True,False,False,False
975,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,4312181,Bainoceratops,7.564383561643836,False,False,False,True,False,False,False
125,Category:Middle Jurassic dinosaurs of Europe|Category:Middle Jurassic dinosaurs of Europe|Category:Middle Jurassic dinosaurs of Europe,", 1932",3, {{Fossil range|168.3|165}},,,,,,,,,,,,,,,*'' incognitus'',,Iliosuchus,,,'''''Iliosuchus incognitus''''',"Huene, 1932",0,3338050,Iliosuchus,7.556164383561644,False,False,True,False,False,False,False
1295,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,3598027,Phaedrolosaurus,7.542465753424658,False,False,False,True,False,False,False
963,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,21110496,Ceratonykus,7.512328767123288,False,False,False,True,False,False,False
514,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,"Salgado, 1996",2,", {{Fossil range|Campanian|Maastrichtian}}",,,Pellegrinisaurus Skeleton reconstruction.jpg,,,,,Diagram showing known fragments from the holotype,,,,,,,,,Pellegrinisaurus,,,{{extinct}}'''''Pellegrinisaurus powelli''''',"Salgado, 1996",0,5198964,Pellegrinisaurus,7.476712328767123,False,False,False,True,False,False,False
982,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,"Alifanov & Bolotsky, ",2,", {{fossil range|66}}",,,,,,,,,,,,,,,,,Arkharavia,,,'''''Arkharavia heterocoelica''''',"Alifanov & Bolotsky, 2010",0,25809499,Arkharavia,7.465753424657534,False,False,False,True,False,False,False
646,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,48582640,Probrachylophosaurus,7.46027397260274,False,False,False,True,False,False,False
1159,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,15654454,Tastavinsaurus,7.446575342465754,False,False,False,True,False,False,False
1491,Category:Cretaceous birds of South America|Category:Euenantiornithes|Category:Cretaceous birds of South America|Category:Cretaceous birds of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,6001241,Enantiornis,7.432876712328767,False,False,False,True,False,False,False
822,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,"Xing ''et al.'', ",,", {{fossil_range|85}}",,,Reconstruction of Zhanghenglong.tif,,,,,Restoration,1.1,,,,,,,,Zhanghenglong,,,{{extinct}}'''''Zhanghenglong yangchengensis''''',"Xing ''et al.'', 2014",0,42983175,Zhanghenglong,7.421917808219178,False,False,False,True,False,False,False
1199,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,"Fernández-Baldor ''et al'', 2017",,"-, {{Fossil range|125}}",,,Europatitan dorsal vertebra.png,,,,,Dorsal vertebra,1.1,,,,,,,,Europatitan,,,'''''Europatitan eastwoodi''''',"Fernández-Baldor ''et al'', 2017",0,54503176,Europatitan,7.419178082191781,False,False,False,True,False,False,False
1298,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,"Tumanova and Alifanov, ",,}},,,,,,,,,,,,,,,,,Mongolostegus,,,'''''Mongolostegus exspectabilis''''',"Tumanova and Alifanov, 2018",0,59951539,Mongolostegus,7.405479452054794,False,False,False,True,False,False,False
992,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,30797825,Albinykus,7.394520547945206,False,False,False,True,False,False,False
1297,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,"Ji ''et al.'', ",,", {{fossil range|124.6}}",,,,,,,,,,,,,,,,,Ningyuansaurus,,,{{extinct}}'''''Ningyuansaurus wangi''''',"Ji ''et al.'', 2012",0,38744174,Ningyuansaurus,7.3863013698630136,False,False,False,True,False,False,False
1245,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,"Li ''et al.'', ",,,,,Yongjinglong.png,,,,,Holotype fossils,1.1,,,,,,,,Yongjinglong,,,{{extinct}}'''''Yongjinglong datangi''''',"Li ''et al.'', 2014",0,41789884,Yongjinglong,7.383561643835616,False,False,False,True,False,False,False
544,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,"Ibiricu ''et al.'', ",,", {{fossil_range|Cenomanian|Turonian}}",,,Katepensaurus cervical vertebrae.jpg,,,,,Cervical vertebrae,,,,,,,,,Katepensaurus,,,{{extinct}}'''''Katepensaurus goicoecheai''''',"Ibiricu ''et al.'', 2013",0,41061060,Katepensaurus,7.375342465753425,False,False,False,True,False,False,False
1504,Category:Cretaceous birds of Europe|Category:Avisauridae|Category:Cretaceous birds of Europe|Category:Cretaceous birds of Europe|Category:Cretaceous birds of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,12960087,Concornis,7.36986301369863,False,False,False,True,False,False,False
365,Category:Early Jurassic dinosaurs of Asia|Category:Early Jurassic dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,28911187,Xixiposaurus,7.367123287671233,False,False,True,False,False,False,False
1309,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,"Shibata and Azuma, 2015",,", {{fossil range|128}}",,,コシサウルスの化石.jpg,,,,,Fossil elements,,,,,,,,,Koshisaurus,,,'''''Koshisaurus katsuyama''''',"Shibata and Azuma, 2015",0,45301171,Koshisaurus,7.35068493150685,False,False,False,True,False,False,False
